t,x (m),y (m),z (m) 
147.9071,-0.1457,0.0617,-0.6772
147.9271,-0.1405,0.0643,-0.6784
147.9471,-0.1348,0.0668,-0.6794
147.9671,-0.1289,0.0692,-0.68
147.9871,-0.1229,0.0717,-0.6806
148.0081,-0.1166,0.0744,-0.6813
148.0261,-0.1103,0.0772,-0.682
148.0461,-0.104,0.08,-0.6825
148.0671,-0.0977,0.0828,-0.683
148.0871,-0.0914,0.0854,-0.6834
148.1081,-0.0853,0.0883,-0.6835
148.1381,-0.0797,0.0911,-0.6834
148.1581,-0.0746,0.0938,-0.6832
148.1681,-0.0698,0.0966,-0.6827
148.1881,-0.066,0.0993,-0.682
148.2091,-0.0624,0.1018,-0.6814
148.2281,-0.0597,0.1046,-0.6806
148.2481,-0.0575,0.1073,-0.68
148.2681,-0.056,0.1098,-0.6794
148.2881,-0.0547,0.1121,-0.6792
148.3082,-0.0538,0.1144,-0.6794
148.3282,-0.0533,0.1167,-0.6797
148.3482,-0.053,0.1187,-0.6804
148.3682,-0.0526,0.1205,-0.6812
148.3882,-0.0525,0.1224,-0.6823
148.4082,-0.0527,0.1241,-0.684
148.4282,-0.0529,0.1256,-0.686
148.4582,-0.0526,0.1266,-0.6877
148.4682,-0.0524,0.1276,-0.6896
148.4882,-0.0522,0.1282,-0.6919
148.5082,-0.0517,0.1287,-0.6938
148.5272,-0.0509,0.129,-0.6954
148.5482,-0.0502,0.1294,-0.6971
148.5662,-0.0501,0.1298,-0.699
148.5862,-0.0498,0.1302,-0.7004
148.6062,-0.0494,0.1306,-0.7016
148.6272,-0.0492,0.1312,-0.7032
148.6472,-0.0491,0.1321,-0.7044
148.6672,-0.0486,0.133,-0.7049
148.6872,-0.0479,0.1341,-0.7055
148.7072,-0.0475,0.1354,-0.7064
148.7272,-0.0471,0.1367,-0.7068
148.7472,-0.0464,0.138,-0.7064
148.7672,-0.0455,0.1392,-0.7062
148.7872,-0.0447,0.1403,-0.7059
148.8082,-0.0437,0.1412,-0.7052
148.8362,-0.0425,0.1421,-0.7039
148.8562,-0.0415,0.1429,-0.7028
148.8702,-0.041,0.1437,-0.7018
148.8882,-0.0405,0.1446,-0.701
148.9082,-0.04,0.1455,-0.6997
148.9282,-0.04,0.1462,-0.6986
148.9482,-0.0401,0.1469,-0.6977
148.9682,-0.0402,0.1476,-0.6966
148.9883,-0.0402,0.148,-0.6958
149.0083,-0.0406,0.1483,-0.6953
149.0273,-0.0408,0.1485,-0.6949
149.0473,-0.0409,0.1484,-0.6941
149.0683,-0.0412,0.1482,-0.694
149.0883,-0.0419,0.1479,-0.6943
149.1073,-0.0424,0.1475,-0.6945
149.1273,-0.0425,0.1468,-0.6944
149.1483,-0.0426,0.1457,-0.6947
149.1673,-0.0428,0.1444,-0.6951
149.1882,-0.0428,0.1429,-0.695
149.2083,-0.0425,0.141,-0.6946
149.2283,-0.0424,0.1387,-0.6946
149.2483,-0.0425,0.1364,-0.6945
149.2683,-0.0423,0.134,-0.6939
149.2883,-0.0419,0.1314,-0.6935
149.3083,-0.0415,0.1289,-0.6932
149.3283,-0.0408,0.1265,-0.6929
149.3483,-0.04,0.124,-0.6924
149.3673,-0.0392,0.1218,-0.6919
149.3893,-0.0387,0.1198,-0.6918
149.4103,-0.0383,0.1179,-0.6916
149.4273,-0.0379,0.1163,-0.6914
149.4473,-0.0381,0.115,-0.6915
149.4683,-0.0394,0.1141,-0.6922
149.4973,-0.0419,0.1137,-0.693
149.5073,-0.0445,0.1128,-0.6937
149.5273,-0.0472,0.1112,-0.6938
149.5483,-0.0505,0.1089,-0.6933
149.5683,-0.0549,0.1053,-0.6933
149.5883,-0.0589,0.1004,-0.6936
149.6073,-0.0623,0.0935,-0.6937
149.6263,-0.0651,0.0837,-0.6941
149.6473,-0.0646,0.0707,-0.6952
149.6673,-0.0581,0.0558,-0.6961
149.6873,-0.0442,0.0423,-0.6969
149.7073,-0.0226,0.0327,-0.6973
149.7283,0.0058,0.0308,-0.696
149.7473,0.0058,0.0308,-0.696
149.7673,0.0058,0.0308,-0.696
149.7873,0.0058,0.0308,-0.696
149.8073,0.0058,0.0308,-0.696
149.8283,0.0058,0.0308,-0.696
149.8483,0.0058,0.0308,-0.696
149.8683,0.0058,0.0308,-0.696
149.8883,0.0058,0.0308,-0.696
149.9083,0.0058,0.0308,-0.696
149.9273,0.0058,0.0308,-0.696
149.9473,0.0058,0.0308,-0.696
149.9683,0.0058,0.0308,-0.696
149.9883,0.0058,0.0308,-0.696
150.0073,0.0058,0.0308,-0.696
150.0283,0.0058,0.0308,-0.696
150.0483,0.0058,0.0308,-0.696
150.0673,0.0058,0.0308,-0.696
150.0873,0.0058,0.0308,-0.696
150.1083,0.0058,0.0308,-0.696
150.1283,0.0058,0.0308,-0.696
150.1483,0.0058,0.0308,-0.696
150.1683,0.0058,0.0308,-0.696
150.1873,0.0058,0.0308,-0.696
150.2083,0.0058,0.0308,-0.696
150.2283,0.0058,0.0308,-0.696
150.2483,0.0058,0.0308,-0.696
150.2683,0.0058,0.0308,-0.696
150.2883,0.0058,0.0308,-0.696
150.3083,0.0058,0.0308,-0.696
150.3283,0.0058,0.0308,-0.696
150.3473,0.0058,0.0308,-0.696
150.3673,0.0058,0.0308,-0.696
150.3873,0.0058,0.0308,-0.696
150.4073,0.0058,0.0308,-0.696
150.4274,0.0058,0.0308,-0.696
150.4474,0.0058,0.0308,-0.696
150.4674,0.0058,0.0308,-0.696
150.4874,0.0058,0.0308,-0.696
150.5084,0.0058,0.0308,-0.696
150.5274,0.0058,0.0308,-0.696
150.5484,0.0058,0.0308,-0.696
150.5704,0.0058,0.0308,-0.696
150.5904,0.0058,0.0308,-0.696
150.6104,0.0058,0.0308,-0.696
150.6284,0.0058,0.0308,-0.696
150.6474,0.0058,0.0308,-0.696
150.6674,0.0058,0.0308,-0.696
150.6874,0.0058,0.0308,-0.696
150.7084,0.0058,0.0308,-0.696
150.7274,0.0058,0.0308,-0.696
150.7484,0.0058,0.0308,-0.696
150.7684,0.0058,0.0308,-0.696
150.7874,0.0058,0.0308,-0.696
150.8074,0.0058,0.0308,-0.696
150.8284,0.2711,0.0382,-0.7259
150.8474,0.2711,0.0382,-0.7259
150.8674,0.2711,0.0382,-0.7259
150.8874,0.2711,0.0382,-0.7259
150.9094,0.2711,0.0382,-0.7259
150.9294,0.2711,0.0382,-0.7259
150.9494,0.2711,0.0382,-0.7259
150.9684,0.2711,0.0382,-0.7259
150.9874,0.2711,0.0382,-0.7259
151.0084,0.2711,0.0382,-0.7259
151.0284,0.2711,0.0382,-0.7259
151.0504,0.1502,0.1578,-0.8058
151.0714,0.1502,0.1578,-0.8058
151.0904,0.1502,0.1578,-0.8058
151.1104,0.1502,0.1578,-0.8058
151.1314,0.1502,0.1578,-0.8058
151.1514,0.1502,0.1578,-0.8058
151.1704,0.1502,0.1578,-0.8058
151.1904,0.1502,0.1578,-0.8058
151.2104,0.1502,0.1578,-0.8058
151.2314,0.1502,0.1578,-0.8058
151.2584,0.1502,0.1578,-0.8058
151.2784,0.1467,0.2596,-0.889
151.2984,0.1467,0.2596,-0.889
151.3094,0.1467,0.2596,-0.889
151.3304,0.1467,0.2596,-0.889
151.3504,0.1467,0.2596,-0.889
151.3694,0.1467,0.2596,-0.889
151.3904,0.1467,0.2596,-0.889
151.4114,0.1467,0.2596,-0.889
151.4294,0.1467,0.2596,-0.889
151.4494,0.1467,0.2596,-0.889
151.4694,0.1467,0.2596,-0.889
151.4894,0.1467,0.2596,-0.889
151.5104,0.1467,0.2596,-0.889
151.5294,0.1467,0.2596,-0.889
151.5494,0.1467,0.2596,-0.889
151.5704,0.1467,0.2596,-0.889
151.5984,0.1467,0.2596,-0.889
151.6184,0.1467,0.2596,-0.889
151.6384,0.1467,0.2596,-0.889
151.6584,0.1467,0.2596,-0.889
151.6694,0.1467,0.2596,-0.889
151.6894,0.1467,0.2596,-0.889
151.7104,0.1467,0.2596,-0.889
151.7304,0.1467,0.2596,-0.889
151.7494,0.1467,0.2596,-0.889
151.7684,0.1467,0.2596,-0.889
151.7884,0.1467,0.2596,-0.889
151.8084,0.1467,0.2596,-0.889
151.8284,0.1467,0.2596,-0.889
151.8484,0.1467,0.2596,-0.889
151.8684,0.1467,0.2596,-0.889
151.8884,0.1467,0.2596,-0.889
151.9114,-0.0304,0.1994,-1.0352
151.9314,-0.0304,0.1994,-1.0352
151.9514,-0.0304,0.1994,-1.0352
151.9734,-0.1056,0.2101,-1.0351
151.9934,-0.1269,0.1977,-1.0354
152.0094,-0.1423,0.1789,-1.0365
152.0294,-0.1497,0.1557,-1.0382
152.0495,-0.1497,0.1557,-1.0382
152.0695,-0.1354,0.108,-1.0453
152.0895,-0.1157,0.0908,-1.0506
152.1085,-0.0897,0.0805,-1.0566
152.1285,-0.0609,0.0792,-1.0623
152.1485,-0.0311,0.0871,-1.068
152.1685,-0.0044,0.1035,-1.073
152.1885,0.0166,0.1279,-1.0778
152.2115,0.0299,0.1573,-1.0822
152.2315,0.034,0.1879,-1.0859
152.2495,0.0283,0.2174,-1.0901
152.2695,0.0142,0.2415,-1.094
152.2885,-0.0055,0.2574,-1.0981
152.3085,-0.0281,0.264,-1.103
152.3305,-0.0499,0.2606,-1.1085
152.3505,-0.0662,0.2477,-1.1143
152.3695,-0.0752,0.2284,-1.1206
152.3925,-0.0745,0.2057,-1.1268
152.4125,-0.0638,0.1833,-1.1323
152.4295,-0.0439,0.1641,-1.1371
152.4495,-0.0168,0.1516,-1.1408
152.4685,0.0149,0.1472,-1.1432
152.4895,0.048,0.1519,-1.144
152.5085,0.0795,0.1656,-1.1434
152.5295,0.1065,0.1868,-1.1414
152.5495,0.1268,0.2136,-1.1383
152.5695,0.1391,0.2439,-1.1348
152.5895,0.143,0.2746,-1.1307
152.6085,0.1384,0.3026,-1.1264
152.6295,0.1263,0.3258,-1.1221
152.6485,0.1091,0.3416,-1.1185
152.6745,0.0893,0.3485,-1.1155
152.6945,0.0693,0.3463,-1.1136
152.7145,0.0539,0.3349,-1.1123
152.7305,0.0452,0.3168,-1.1111
152.7495,0.0448,0.2942,-1.1105
152.7695,0.0538,0.2712,-1.1092
152.7895,0.0717,0.2505,-1.1075
152.8085,0.0968,0.235,-1.1054
152.8285,0.1265,0.2267,-1.1026
152.8495,0.158,0.2264,-1.0997
152.8695,0.1886,0.2341,-1.0967
152.8905,0.2159,0.2489,-1.0939
152.9095,0.2374,0.2693,-1.0914
152.9295,0.252,0.2935,-1.0893
152.9495,0.2587,0.3191,-1.0879
152.9695,0.257,0.3438,-1.0876
152.9895,0.2478,0.365,-1.0875
153.0095,0.2314,0.3804,-1.0889
153.0295,0.211,0.3881,-1.0906
153.0495,0.1891,0.3867,-1.0924
153.0695,0.1677,0.3762,-1.0942
153.0895,0.1515,0.3578,-1.0953
153.1095,0.1416,0.3337,-1.0955
153.1295,0.1397,0.3058,-1.0955
153.1496,0.1459,0.278,-1.0943
153.1696,0.1596,0.2525,-1.0927
153.1896,0.1795,0.2313,-1.0907
153.2096,0.2035,0.2165,-1.0885
153.2296,0.2294,0.2089,-1.0867
153.2496,0.2551,0.2084,-1.0848
153.2706,0.2777,0.2147,-1.0835
153.2906,0.2957,0.2269,-1.0825
153.3106,0.3074,0.2434,-1.0822
153.3296,0.311,0.2619,-1.0825
153.3586,0.3065,0.2801,-1.0836
153.3786,0.2938,0.2951,-1.0848
153.3986,0.2747,0.305,-1.0862
153.4096,0.2513,0.3078,-1.0868
153.4306,0.2257,0.3024,-1.0867
153.4496,0.1999,0.2888,-1.0861
153.4696,0.1774,0.2678,-1.0844
153.4906,0.1602,0.241,-1.0821
153.5096,0.1493,0.2096,-1.0796
153.5296,0.1454,0.1773,-1.0763
153.5496,0.1486,0.1456,-1.0733
153.5706,0.1583,0.1164,-1.0707
153.5906,0.173,0.0919,-1.0681
153.6096,0.1912,0.0733,-1.0665
153.6296,0.2112,0.0617,-1.0657
153.6496,0.2305,0.057,-1.0655
153.6696,0.2471,0.0591,-1.0663
153.6986,0.2586,0.0669,-1.0678
153.7176,0.2635,0.0789,-1.0699
153.7386,0.2611,0.0927,-1.0721
153.7496,0.2507,0.1057,-1.074
153.7696,0.2327,0.1159,-1.0754
153.7906,0.209,0.1209,-1.076
153.8096,0.1818,0.1197,-1.0752
153.8306,0.1525,0.1112,-1.0736
153.8496,0.1237,0.0958,-1.0708
153.8696,0.0977,0.0739,-1.0673
153.8886,0.0759,0.0465,-1.0632
153.9096,0.0601,0.0154,-1.0585
153.9286,0.0506,-0.0172,-1.0537
153.9516,0.048,-0.0505,-1.049
153.9716,0.0516,-0.0815,-1.0449
153.9896,0.0613,-0.1086,-1.0416
154.0096,0.0754,-0.1302,-1.0396
154.0296,0.0921,-0.145,-1.0384
154.0586,0.1089,-0.1523,-1.0383
154.0686,0.1243,-0.1521,-1.0387
154.0986,0.1356,-0.1455,-1.0395
154.1106,0.1409,-0.134,-1.0404
154.1286,0.1396,-0.1194,-1.0405
154.1496,0.1308,-0.1041,-1.0401
154.1686,0.1153,-0.0901,-1.0388
154.1886,0.0939,-0.0798,-1.0363
154.2086,0.0681,-0.074,-1.0334
154.2296,0.0403,-0.0738,-1.0298
154.2516,0.0118,-0.0795,-1.0259
154.2726,-0.0157,-0.0911,-1.022
154.2896,-0.0402,-0.1078,-1.0185
154.3096,-0.0606,-0.1285,-1.0153
154.3296,-0.0759,-0.1525,-1.0134
154.3496,-0.0846,-0.178,-1.0123
154.3696,-0.0868,-0.2028,-1.0123
154.3896,-0.0822,-0.2257,-1.014
154.4106,-0.0719,-0.2438,-1.0169
154.4326,-0.0571,-0.2561,-1.0201
154.4526,-0.0392,-0.2609,-1.0242
154.4696,-0.0212,-0.2581,-1.0281
154.4896,-0.0049,-0.2479,-1.0316
154.5096,0.0079,-0.2312,-1.0343
154.5296,0.0151,-0.2096,-1.036
154.5496,0.0167,-0.1851,-1.0363
154.5696,0.0117,-0.1597,-1.0353
154.5896,0.0004,-0.1354,-1.0336
154.6106,-0.0159,-0.1136,-1.0311
154.6306,-0.0357,-0.0957,-1.0279
154.6496,-0.0582,-0.0824,-1.0246
154.6696,-0.0822,-0.0743,-1.0213
154.6897,-0.1054,-0.0714,-1.0183
154.7097,-0.1272,-0.0737,-1.016
154.7297,-0.1457,-0.0807,-1.0147
154.7497,-0.1593,-0.0911,-1.0141
154.7787,-0.1672,-0.104,-1.0149
154.7987,-0.1684,-0.1173,-1.0169
154.8097,-0.1631,-0.1288,-1.0193
154.8307,-0.1511,-0.1369,-1.0221
154.8497,-0.1344,-0.14,-1.0247
154.8697,-0.1136,-0.1363,-1.0265
154.8897,-0.0916,-0.1256,-1.0273
154.9127,-0.0698,-0.1078,-1.0269
154.9337,-0.0503,-0.0834,-1.0248
154.9507,-0.035,-0.0539,-1.0214
154.9707,-0.0249,-0.0206,-1.0167
154.9897,-0.0204,0.015,-1.0111
155.0097,-0.0219,0.0503,-1.0048
155.0307,-0.0288,0.0842,-0.9984
155.0497,-0.0406,0.1158,-0.9923
155.0697,-0.0555,0.143,-0.9867
155.0987,-0.0733,0.1656,-0.9822
155.1187,-0.0923,0.1831,-0.9791
155.1387,-0.1104,0.1948,-0.9775
155.1587,-0.1265,0.2011,-0.9778
155.1697,-0.1389,0.2024,-0.9798
155.1897,-0.146,0.1999,-0.9829
155.2127,-0.1466,0.195,-0.9873
155.2327,-0.1408,0.19,-0.9921
155.2497,-0.1282,0.1862,-0.9968
155.2697,-0.1097,0.1853,-1.0011
155.2907,-0.0867,0.1889,-1.0041
155.3107,-0.0607,0.198,-1.0063
155.3297,-0.0336,0.2124,-1.0071
155.3507,-0.0072,0.2323,-1.0067
155.3707,0.0174,0.2571,-1.0057
155.3897,0.0386,0.2859,-1.0037
155.4097,0.0556,0.3177,-1.0013
155.4297,0.0674,0.3515,-0.9991
155.4587,0.0741,0.3859,-0.9973
155.4787,0.0751,0.4191,-0.9962
155.4987,0.0707,0.4498,-0.9966
155.5107,0.0623,0.4765,-0.9987
155.5297,0.0503,0.4982,-1.0026
155.5497,0.0368,0.5135,-1.0079
155.5727,0.0227,0.5219,-1.0146
155.5937,0.0106,0.5238,-1.0224
155.6097,0.0017,0.52,-1.0302
155.6297,-0.0022,0.5114,-1.0382
155.6497,-0.0004,0.4992,-1.0458
155.6707,0.0073,0.4857,-1.0522
155.6897,0.0206,0.4722,-1.0578
155.7107,0.0391,0.46,-1.062
155.7307,0.0614,0.4508,-1.0647
155.7497,0.0866,0.4453,-1.0665
155.7707,0.1135,0.444,-1.0673
155.7907,0.1402,0.4472,-1.0673
155.8137,0.1664,0.4547,-1.0666
155.8367,0.1903,0.4666,-1.0658
155.8567,0.2112,0.4821,-1.0653
155.8727,0.2276,0.5003,-1.0653
155.8927,0.2385,0.52,-1.0659
155.9127,0.2438,0.5397,-1.0681
155.9327,0.2431,0.5579,-1.0715
155.9527,0.2373,0.572,-1.0759
155.9717,0.2271,0.5814,-1.0812
155.9927,0.2137,0.5854,-1.0869
156.0117,0.1991,0.5823,-1.0918
156.0307,0.1843,0.5725,-1.0966
156.0517,0.1714,0.5562,-1.1003
156.0707,0.1616,0.5346,-1.1024
156.0917,0.1565,0.5086,-1.1032
156.1117,0.156,0.4797,-1.1021
156.1307,0.1608,0.4498,-1.0994
156.1577,0.1704,0.4203,-1.0954
156.1777,0.1846,0.3923,-1.0899
156.1977,0.2026,0.3672,-1.0835
156.2177,0.223,0.3455,-1.0764
156.2317,0.2452,0.3284,-1.0691
156.2517,0.2682,0.3161,-1.0623
156.2707,0.2901,0.3083,-1.0559
156.2907,0.3094,0.3052,-1.0505
156.3107,0.3255,0.3061,-1.0468
156.3297,0.3362,0.3094,-1.0444
156.3497,0.341,0.3139,-1.0433
156.3697,0.3392,0.3177,-1.0439
156.3907,0.3316,0.3197,-1.0448
156.4097,0.3188,0.3175,-1.0458
156.4307,0.3017,0.3102,-1.0466
156.4507,0.2821,0.2978,-1.0464
156.4727,0.2609,0.2793,-1.045
156.4987,0.2398,0.2549,-1.0423
156.5187,0.2204,0.2253,-1.0377
156.5307,0.2042,0.191,-1.0317
156.5507,0.1918,0.1538,-1.024
156.5707,0.1839,0.1144,-1.015
156.5907,0.1807,0.074,-1.0053
156.6107,0.1821,0.0341,-0.9947
156.6317,0.1881,-0.0042,-0.984
156.6507,0.1987,-0.0399,-0.974
156.6707,0.212,-0.072,-0.9641
156.6908,0.2279,-0.0993,-0.9557
156.7108,0.2449,-0.1214,-0.9492
156.7308,0.2614,-0.1382,-0.9444
156.7508,0.2752,-0.1492,-0.9417
156.7708,0.2854,-0.1556,-0.9405
156.7918,0.2902,-0.1582,-0.9406
156.8118,0.2894,-0.1587,-0.9412
156.8308,0.2822,-0.1587,-0.9418
156.8588,0.2689,-0.1596,-0.9425
156.8788,0.2504,-0.1625,-0.9424
156.8988,0.2285,-0.169,-0.941
156.9118,0.2034,-0.1796,-0.9387
156.9308,0.1769,-0.1945,-0.9352
156.9518,0.1511,-0.2138,-0.9305
156.9718,0.1263,-0.2371,-0.9252
156.9918,0.1037,-0.2638,-0.9194
157.0108,0.0843,-0.2932,-0.9133
157.0308,0.069,-0.3246,-0.9076
157.0508,0.0581,-0.357,-0.9025
157.0708,0.0521,-0.3892,-0.8986
157.0908,0.0508,-0.4198,-0.8963
157.1108,0.0543,-0.4474,-0.8956
157.1308,0.0622,-0.4704,-0.8976
157.1508,0.0729,-0.4878,-0.9014
157.1738,0.085,-0.4984,-0.9065
157.1988,0.0971,-0.502,-0.913
157.2188,0.1078,-0.4991,-0.9195
157.2388,0.1156,-0.4901,-0.9257
157.2588,0.1193,-0.4756,-0.9316
157.2708,0.1181,-0.4576,-0.9357
157.2908,0.1117,-0.4372,-0.9384
157.3108,0.1003,-0.4162,-0.9392
157.3308,0.0844,-0.3956,-0.9383
157.3508,0.0645,-0.377,-0.936
157.3708,0.042,-0.361,-0.9321
157.3908,0.0174,-0.3487,-0.927
157.4118,-0.0083,-0.34,-0.9218
157.4308,-0.0339,-0.3355,-0.9161
157.4518,-0.058,-0.3347,-0.911
157.4718,-0.0799,-0.3373,-0.9069
157.4918,-0.0985,-0.343,-0.9039
157.5118,-0.1122,-0.3507,-0.9026
157.5318,-0.1211,-0.3589,-0.9029
157.5518,-0.1242,-0.3662,-0.9048
157.5798,-0.122,-0.3707,-0.9083
157.5998,-0.1147,-0.3715,-0.912
157.6118,-0.1036,-0.3671,-0.9159
157.6318,-0.0893,-0.3565,-0.9199
157.6518,-0.0736,-0.3399,-0.9225
157.6708,-0.0578,-0.3171,-0.924
157.6908,-0.0431,-0.2881,-0.924
157.7118,-0.0307,-0.2546,-0.9218
157.7308,-0.022,-0.2174,-0.9177
157.7518,-0.0172,-0.1778,-0.9117
157.7708,-0.0174,-0.1372,-0.904
157.7918,-0.0221,-0.0971,-0.8951
157.8118,-0.0309,-0.0587,-0.8857
157.8318,-0.0438,-0.0235,-0.8765
157.8518,-0.0602,0.0081,-0.8681
157.8708,-0.078,0.0346,-0.861
157.8978,-0.0963,0.0556,-0.8571
157.9178,-0.1141,0.0712,-0.8559
157.9378,-0.1285,0.0821,-0.8569
157.9588,-0.1388,0.0885,-0.8612
157.9718,-0.1431,0.0922,-0.8675
157.9918,-0.1415,0.0946,-0.8753
158.0118,-0.1339,0.097,-0.8844
158.0318,-0.1201,0.1008,-0.8935
158.0518,-0.1017,0.1066,-0.9026
158.0719,-0.079,0.1159,-0.911
158.0919,-0.0537,0.1291,-0.9181
158.1119,-0.0268,0.1459,-0.9242
158.1319,0.0002,0.1668,-0.9291
158.1509,0.026,0.1913,-0.9327
158.1709,0.0498,0.219,-0.9355
158.1909,0.0701,0.2491,-0.9373
158.2119,0.0864,0.2812,-0.9394
158.2319,0.098,0.3143,-0.9418
158.2579,0.1047,0.347,-0.9445
158.2779,0.1059,0.3782,-0.9495
158.2979,0.102,0.4065,-0.9565
158.3179,0.0945,0.4306,-0.9652
158.3319,0.0841,0.4496,-0.9766
158.3519,0.0719,0.4621,-0.9895
158.3719,0.0593,0.4683,-1.0033
158.3919,0.0484,0.4684,-1.0181
158.4119,0.0392,0.4619,-1.0329
158.4319,0.034,0.4497,-1.0464
158.4529,0.0326,0.431,-1.0585
158.4719,0.0369,0.4115,-1.0665
158.4909,0.0463,0.3901,-1.0716
158.5119,0.0601,0.3707,-1.0731
158.5319,0.0765,0.3539,-1.0721
158.5519,0.0961,0.3405,-1.0692
158.5719,0.1161,0.3304,-1.0644
158.5979,0.1372,0.3241,-1.0594
158.6179,0.1577,0.3211,-1.0536
158.6379,0.1769,0.3209,-1.0482
158.6579,0.1943,0.3235,-1.0445
158.6719,0.2093,0.3282,-1.0421
158.6919,0.2212,0.3342,-1.0408
158.7119,0.2296,0.3409,-1.042
158.7319,0.2341,0.3471,-1.045
158.752,0.2345,0.3523,-1.0491
158.772,0.2312,0.3554,-1.055
158.792,0.2233,0.3565,-1.062
158.812,0.2109,0.3556,-1.0694
158.832,0.1941,0.3512,-1.0774
158.852,0.1732,0.3437,-1.0821
158.872,0.1498,0.3314,-1.0872
158.892,0.1234,0.3156,-1.0864
158.913,0.0996,0.2959,-1.0845
158.932,0.0764,0.2731,-1.0796
158.952,0.0571,0.249,-1.0738
158.974,0.0414,0.2234,-1.0681
158.994,0.0281,0.1969,-1.0625
159.012,0.0176,0.1707,-1.0571
159.032,0.0085,0.1447,-1.052
159.052,0.0008,0.1192,-1.0476
159.071,-0.0058,0.0948,-1.0424
159.092,-0.0121,0.0711,-1.0373
159.112,-0.0175,0.0483,-1.0316
159.132,-0.0222,0.0263,-1.0257
159.152,-0.0265,0.0051,-1.02
159.172,-0.0306,-0.0154,-1.0149
159.193,-0.0339,-0.0354,-1.0099
159.213,-0.0369,-0.055,-1.0052
159.232,-0.0395,-0.074,-1.0007
159.253,-0.0419,-0.0924,-0.9968
159.273,-0.0445,-0.1105,-0.9936
159.293,-0.0468,-0.1282,-0.991
159.312,-0.049,-0.1451,-0.989
159.341,-0.051,-0.1618,-0.9876
159.361,-0.0532,-0.1779,-0.9864
159.372,-0.0554,-0.1936,-0.9856
159.392,-0.0575,-0.2088,-0.9848
159.412,-0.0596,-0.2231,-0.9842
159.433,-0.0616,-0.2368,-0.9838
159.453,-0.0638,-0.25,-0.9837
159.472,-0.0661,-0.2624,-0.9838
159.493,-0.0682,-0.2743,-0.984
159.512,-0.0705,-0.2848,-0.9842
159.532,-0.0727,-0.2945,-0.9846
159.553,-0.0749,-0.3029,-0.9848
159.572,-0.0772,-0.3101,-0.9853
159.592,-0.0796,-0.3157,-0.986
159.611,-0.0817,-0.3199,-0.9867
159.632,-0.0834,-0.3222,-0.9873
159.652,-0.0848,-0.3232,-0.988
159.677,-0.0858,-0.3229,-0.9888
159.697,-0.0867,-0.3213,-0.9897
159.717,-0.0873,-0.3193,-0.9905
159.732,-0.0882,-0.3163,-0.9916
159.752,-0.0889,-0.3128,-0.9927
159.771,-0.0901,-0.3088,-0.994
159.791,-0.0914,-0.3041,-0.9953
159.811,-0.0926,-0.299,-0.9967
159.832,-0.0939,-0.2935,-0.9976
159.852,-0.0952,-0.2873,-0.9986
159.872,-0.0968,-0.2806,-0.9996
159.892,-0.098,-0.2735,-1.0001
159.912,-0.0993,-0.2657,-1.0004
159.9321,-0.1005,-0.2573,-1.0004
159.9521,-0.1013,-0.2488,-1.0001
159.9721,-0.1018,-0.2393,-0.9994
160.0001,-0.1024,-0.2296,-0.9986
160.0201,-0.1027,-0.2193,-0.9972
160.0401,-0.1027,-0.2088,-0.9955
160.0601,-0.1024,-0.1979,-0.9932
160.0711,-0.102,-0.1867,-0.9904
160.0921,-0.1014,-0.1753,-0.9873
160.1121,-0.1004,-0.1638,-0.9839
160.1351,-0.0991,-0.152,-0.98
160.1541,-0.0976,-0.1401,-0.9761
160.1751,-0.0958,-0.1282,-0.972
160.1951,-0.0936,-0.116,-0.9681
160.2141,-0.0912,-0.104,-0.9641
160.2331,-0.0887,-0.092,-0.9604
160.2521,-0.0857,-0.08,-0.9566
160.2721,-0.0825,-0.0681,-0.9529
160.2921,-0.0792,-0.0562,-0.9493
160.3121,-0.0757,-0.0447,-0.9457
160.3321,-0.0721,-0.0332,-0.9423
160.3591,-0.0684,-0.022,-0.9389
160.3791,-0.0645,-0.011,-0.9357
160.3991,-0.0606,-0.0003,-0.9326
160.4181,-0.0567,0.0102,-0.9298
160.4321,-0.0527,0.0203,-0.9272
160.4521,-0.049,0.0302,-0.9249
160.4731,-0.0451,0.0396,-0.9228
160.4921,-0.0413,0.0487,-0.921
160.5121,-0.0376,0.0574,-0.9196
160.5331,-0.0341,0.0657,-0.9184
160.5521,-0.0307,0.0736,-0.9172
160.5721,-0.0275,0.0812,-0.9164
160.5921,-0.0245,0.0882,-0.9156
160.6121,-0.0219,0.0949,-0.9147
160.6321,-0.0195,0.1011,-0.9138
160.6521,-0.0174,0.107,-0.9132
160.6751,-0.0156,0.1125,-0.9123
160.6991,-0.0141,0.1176,-0.9115
160.7191,-0.0131,0.1223,-0.9107
160.7391,-0.0124,0.1266,-0.9098
160.7521,-0.012,0.1307,-0.9088
160.7721,-0.0119,0.1344,-0.9078
160.7921,-0.0123,0.1377,-0.9066
160.8121,-0.013,0.1408,-0.9054
160.8321,-0.0141,0.1436,-0.9042
160.8521,-0.0157,0.146,-0.903
160.8721,-0.0178,0.1482,-0.9015
160.8921,-0.0202,0.15,-0.9001
160.9121,-0.0232,0.1516,-0.8984
160.9321,-0.0265,0.1529,-0.8964
160.9521,-0.0303,0.154,-0.8941
160.9722,-0.0345,0.1548,-0.8911
160.9922,-0.0392,0.1554,-0.8876
161.0122,-0.0441,0.1557,-0.8833
161.0332,-0.0496,0.1559,-0.8785
